SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2027,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2028,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2029,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2030,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2031,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2032,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2033,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2034,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2035,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2016,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2017,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2018,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2019,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2020,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2021,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2022,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2023,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2024,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2025,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2016,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2017,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2018,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2019,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2020,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2021,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2022,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2023,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2024,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2025,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2026,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2027,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2028,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2029,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2030,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2016,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2017,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2018,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2019,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2020,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2021,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2022,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2023,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2024,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2025,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2016,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2017,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2018,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2019,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2020,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2021,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2022,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2023,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2024,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2025,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2026,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2027,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2028,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2029,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2030,INE053F07900
JNPT,Jawaharlal Nehru Port Trust,N1,1000,1000,1,6.82,03-APR-2013,26-MAR-2013,25-MAR-2023,,,,,INE281G07053
L&TFINANCE,L&T Finance Limited,N7,1000,1000,1,9,15-MAR-2019,,13-APR-2022,,,,,INE027E07881
L&TFINANCE,L&T Finance Limited,N8,1000,1000,1,9.1,15-MAR-2019,,13-APR-2022,,,,,INE027E07899
L&TFINANCE,L&T Finance Limited,N9,1000,1000,1,,15-MAR-2019,,13-APR-2022,,,,,INE027E07907
L&TFINANCE,L&T Finance Limited,NA,1000,1000,1000,,15-MAR-2019,,13-APR-2022,,,,,INE027E07915
L&TFINANCE,L&T Finance Limited,NB,1000,1000,1,9.1,15-MAR-2019,,13-MAR-2024,,,,,INE027E07923
L&TFINANCE,L&T Finance Limited,NC,1000,1000,1,9.25,15-MAR-2019,,13-MAR-2024,,,,,INE027E07931
L&TFINANCE,L&T Finance Limited,ND,1000,1000,1,8.75,15-MAR-2019,,13-MAR-2024,,,,,INE027E07949
L&TFINANCE,L&T Finance Limited,NE,1000,1000,1,8.89,15-MAR-2019,,13-MAR-2024,,,,,INE027E07956
L&TFINANCE,L&T Finance Limited,NF,1000,1000,1,9.2,15-MAR-2019,,13-MAR-2029,,,,,INE027E07964
L&TFINANCE,L&T Finance Limited,NG,1000,1000,1,9.35,15-MAR-2019,,13-MAR-2029,,,,,INE027E07972
L&TFINANCE,L&T Finance Limited,NH,1000,1000,1,8.84,15-MAR-2019,,13-MAR-2029,,,,,INE027E07980
L&TFINANCE,L&T Finance Limited,NI,1000,1000,1,8.98,15-MAR-2019,,13-MAR-2029,,,,,INE027E07998
L&TFINANCE,L&T Finance Limited,NJ,1000,1000,1,8.7,18-APR-2019,,15-APR-2022,,,,,INE027E07AA4
L&TFINANCE,L&T Finance Limited,NK,1000,1000,1,8.9,18-APR-2019,,15-APR-2022,,,,,INE027E07AB2
L&TFINANCE,L&T Finance Limited,NL,1000,1000,1,,18-APR-2019,,15-APR-2022,,,,,INE027E07AC0
L&TFINANCE,L&T Finance Limited,NM,1000,1000,1,,18-APR-2019,,15-APR-2022,,,,,INE027E07AD8
L&TFINANCE,L&T Finance Limited,NN,1000,1000,1,8.8,18-APR-2019,,15-APR-2024,,,,,INE027E07AE6
L&TFINANCE,L&T Finance Limited,NO,1000,1000,1,9,18-APR-2019,,15-APR-2024,,,,,INE027E07AF3
L&TFINANCE,L&T Finance Limited,NP,1000,1000,1,8.48,18-APR-2019,,15-APR-2024,,,,,INE027E07AG1
L&TFINANCE,L&T Finance Limited,NQ,1000,1000,1,8.66,18-APR-2019,,15-APR-2024,,,,,INE027E07AH9
L&TFINANCE,L&T Finance Limited,NR,1000,1000,1,,18-APR-2019,,15-APR-2024,,,,,INE027E07AI7
L&TFINANCE,L&T Finance Limited,NS,1000,1000,1,,18-APR-2019,,15-APR-2024,,,,,INE027E07AJ5
L&TFINANCE,L&T Finance Limited,NT,1000,1000,1,8.85,18-APR-2019,,15-APR-2027,,,,,INE027E07AK3
L&TFINANCE,L&T Finance Limited,NU,1000,1000,1,9.05,18-APR-2019,,15-APR-2027,,,,,INE027E07AL1
L&TFINANCE,L&T Finance Limited,NV,1000,1000,1,8.52,18-APR-2019,,15-APR-2027,,,,,INE027E07AM9
L&TFINANCE,L&T Finance Limited,NW,1000,1000,1,8.7,18-APR-2019,,15-APR-2027,,,,,INE027E07AN7
L&TINFRA,L&T Infrastructure Finance Company Limited,N1,1000,1000,1,7.75,10-DEC-2010,02-DEC-2010,02-DEC-2020,,,,,INE691I07166
L&TINFRA,L&T Infrastructure Finance Company Limited,N2,1000,1000,1,7.75,10-DEC-2010,02-DEC-2010,02-DEC-2020,,,,,INE691I07174
L&TINFRA,L&T Infrastructure Finance Company Limited,N3,1000,1000,1,7.5,10-DEC-2010,02-DEC-2010,02-DEC-2020,,,,,INE691I07182
L&TINFRA,L&T Infrastructure Finance Company Limited,N4,1000,1000,1,7.5,10-DEC-2010,02-DEC-2010,02-DEC-2020,,,,,INE691I07190
L&TINFRA,L&T Infrastructure Finance Company Limited,N5,1000,1000,1,8.2,29-MAR-2011,23-MAR-2011,22-MAR-2021,,,,,INE691I07224
L&TINFRA,L&T Infrastructure Finance Company Limited,N6,1000,1000,1,8.3,29-MAR-2011,23-MAR-2011,22-MAR-2021,,,,,INE691I07232
M&MFIN,Mahindra & Mahindra Financial Services Limited,N1,1000,1000,1,8.72,22-MAR-2017,06-SEP-2016,06-JUN-2026,,,,,INE774D08LU6
M&MFIN,Mahindra & Mahindra Financial Services Limited,N2,1000,1000,1,9,22-MAR-2017,06-JUN-2016,06-JAN-2026,,,,,INE774D08MA6
M&MFIN,Mahindra & Mahindra Financial Services Limited,N3,1000,1000,1,,22-MAR-2017,06-JUN-2016,06-JUN-2026,,,,,INE774D08MG3
MAGMA,Magma Fincorp Limited,N1,1000,1000,1,10.25,09-MAY-2019,,06-MAY-2022,,,,,INE511C07656
MAGMA,Magma Fincorp Limited,N2,1000,1000,1,,09-MAY-2019,,06-MAY-2022,,,,,INE511C07664
MAGMA,Magma Fincorp Limited,N3,1000,1000,1,10.04,09-MAY-2019,,06-MAY-2024,,,,,INE511C07672
MAGMA,Magma Fincorp Limited,N4,1000,1000,1,10.5,09-MAY-2019,,06-MAY-2024,,,,,INE511C07680
MAGMA,Magma Fincorp Limited,N5,1000,1000,1,,09-MAY-2019,,06-MAY-2024,,,,,INE511C07698
MAGMA,Magma Fincorp Limited,N6,1000,1000,1,10.27,09-MAY-2019,,06-MAY-2029,,,,,INE511C07706
MAGMA,Magma Fincorp Limited,N7,1000,1000,1,10.75,09-MAY-2019,,06-MAY-2029,,,,,INE511C07714
MANAPPURAM,Manappuram Finance Limited,NB,1000,1000,1,0,01-DEC-2014,28-JAN-2014,28-NOV-2019,,,,28-NOV-2019,INE522D07669
MANAPPURAM,Manappuram Finance Limited,NM,1000,1000,1,0,01-DEC-2014,05-APR-2014,05-FEB-2020,,,,05-APR-2020,INE522D07784
NABARD,National Bank of Agriculture & Rural Development,N1,1000,1000,1,7.35,22-MAR-2017,23-MAR-2016,23-MAR-2031,,,,,INE261F07057
NABARD,National Bank of Agriculture & Rural Development,N2,1000,1000,1,7.64,22-MAR-2017,23-MAR-2016,23-MAR-2031,,,,,INE261F07032
NHAI,National Highways Authority of India,N1,1000,1000,1,8.2,08-FEB-2012,25-JAN-2012,25-JAN-2022,,,,01-OCT-2016,INE906B07CA1
NHAI,National Highways Authority of India,N1,1000,1000,1,8.2,08-FEB-2012,25-JAN-2012,25-JAN-2022,,,,01-OCT-2017,INE906B07CA1
NHAI,National Highways Authority of India,N1,1000,1000,1,8.2,08-FEB-2012,25-JAN-2012,25-JAN-2022,,,,01-OCT-2018,INE906B07CA1
NHAI,National Highways Authority of India,N1,1000,1000,1,8.2,08-FEB-2012,25-JAN-2012,25-JAN-2022,,,,01-OCT-2019,INE906B07CA1
NHAI,National Highways Authority of India,N1,1000,1000,1,8.2,08-FEB-2012,25-JAN-2012,25-JAN-2022,,,,01-OCT-2020,INE906B07CA1
NHAI,National Highways Authority of India,N1,1000,1000,1,8.2,08-FEB-2012,25-JAN-2012,25-JAN-2022,,,,01-OCT-2021,INE906B07CA1
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2016,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2017,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2018,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2019,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2020,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2021,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2022,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2023,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2024,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2025,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2026,INE906B07CB9
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2016,INE906B07DC5
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2017,INE906B07DC5
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2018,INE906B07DC5
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2019,INE906B07DC5
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2020,INE906B07DC5
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2021,INE906B07DC5
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2022,INE906B07DC5
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2023,INE906B07DC5
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2016,INE906B07DD3
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2017,INE906B07DD3
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2018,INE906B07DD3
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2019,INE906B07DD3
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2020,INE906B07DD3
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2021,INE906B07DD3
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2022,INE906B07DD3
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2023,INE906B07DD3
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2016,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2017,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2018,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2019,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2020,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2021,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2022,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2023,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2024,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2025,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2026,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2027,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2028,INE906B07DE1
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2016,INE906B07DF8
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2017,INE906B07DF8
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2018,INE906B07DF8
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2019,INE906B07DF8
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2020,INE906B07DF8
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2021,INE906B07DF8
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2022,INE906B07DF8
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2023,INE906B07DF8
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2024,INE906B07DF8
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2025,INE906B07DF8
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2026,INE906B07DF8
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2027,INE906B07DF8
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2028,INE906B07DF8
NHAI,National Highways Authority of India,N7,1000,1000,1,7.14,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2016,INE906B07EG4
NHAI,National Highways Authority of India,N7,1000,1000,1,7.14,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2017,INE906B07EG4
NHAI,National Highways Authority of India,N7,1000,1000,1,7.14,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2018,INE906B07EG4
NHAI,National Highways Authority of India,N7,1000,1000,1,7.14,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2019,INE906B07EG4
NHAI,National Highways Authority of India,N7,1000,1000,1,7.14,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2020,INE906B07EG4
NHAI,National Highways Authority of India,N7,1000,1000,1,7.14,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2021,INE906B07EG4
NHAI,National Highways Authority of India,N7,1000,1000,1,7.14,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2022,INE906B07EG4
NHAI,National Highways Authority of India,N7,1000,1000,1,7.14,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2023,INE906B07EG4
NHAI,National Highways Authority of India,N7,1000,1000,1,7.14,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2024,INE906B07EG4
NHAI,National Highways Authority of India,N7,1000,1000,1,7.14,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2025,INE906B07EG4
NHAI,National Highways Authority of India,N7,1000,1000,1,7.14,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2026,INE906B07EG4
NHAI,National Highways Authority of India,N8,1000,1000,1,7.39,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2017,INE906B07EH2
NHAI,National Highways Authority of India,N8,1000,1000,1,7.39,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2018,INE906B07EH2
NHAI,National Highways Authority of India,N8,1000,1000,1,7.39,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2019,INE906B07EH2
NHAI,National Highways Authority of India,N8,1000,1000,1,7.39,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2020,INE906B07EH2
