SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
FIMPS2BDR,Franklin Templeton Mutual Fund - Franklin India FMP Sr 2 Plan B-DPDPO,MF,28-DEC-2017,10,1,INF090I01MU8,10
FIMPS2BGP,Franklin Templeton Mutual Fund - Franklin India FMP Sr 2 Plan B-GO,MF,28-DEC-2017,10,1,INF090I01MR4,10
FIMPS2BGR,Franklin Templeton Mutual Fund - Franklin India FMP Sr 2 Plan B-DPGO,MF,28-DEC-2017,10,1,INF090I01MT0,10
FIMPS2BQD,Franklin Templeton Mutual Fund - Franklin India FMP Sr 2 Plan B-QDPO,MF,28-DEC-2017,10,1,INF090I01MS2,10
FIMPS2BQR,Franklin Templeton Mutual Fund - Franklin India FMP Sr 2 Plan B-DPQDPO,MF,28-DEC-2017,10,1,INF090I01MV6,10
FIMPS2CDP,Franklin Templeton Mutual Fund - Franklin India Fixed Maturity Plans-S,MF,17-JAN-2018,10,1,INF090I01MX2,10
FIMPS2CDR,Franklin Templeton Mutual Fund - Franklin India Fixed Maturity Plans-S,MF,17-JAN-2018,10,1,INF090I01NA8,10
FIMPS2CGP,Franklin Templeton Mutual Fund - Franklin India Fixed Maturity Plans-S,MF,17-JAN-2018,10,1,INF090I01MW4,10
FIMPS2CGR,Franklin Templeton Mutual Fund - Franklin India Fixed Maturity Plans-S,MF,17-JAN-2018,10,1,INF090I01MZ7,10
FIMPS2CQR,Franklin Templeton Mutual Fund - Franklin India Fixed Maturity Plans-S,MF,17-JAN-2018,10,1,INF090I01MY0,10
FIMPS2DP,Franklin Templeton Mutual Fund - FIFM Plans - Series 2 Plan A - DPO,MF,11-DEC-2017,10,1,INF090I01MK9,10
FIMPS2DR,Franklin Templeton Mutual Fund - FIFM Plans - Series 2 Plan A - DDPO,MF,11-DEC-2017,10,1,INF090I01MN3,10
FIMPS2GP,Franklin Templeton Mutual Fund - FIFM Plans - Series 2 Plan A - GO,MF,11-DEC-2017,10,1,INF090I01ML7,10
FIMPS2GR,Franklin Templeton Mutual Fund - FIFM Plans - Series 2 Plan A - DGO,MF,11-DEC-2017,10,1,INF090I01MO1,10
FIMPS2QD,Franklin Templeton Mutual Fund - FIFM Plans - Series 2 Plan A - DQDPO,MF,11-DEC-2017,10,1,INF090I01MP8,10
FIMPS2QR,Franklin Templeton Mutual Fund - FIFM Plans - Series 2 Plan A - QDPO,MF,11-DEC-2017,10,1,INF090I01MM5,10
FIMPS3ADGR,Franklin Templeton Mutual Fund - FIFM Pl -Se 3 Plan A DGP,MF,07-MAR-2018,10,1,INF090I01NF7,10
FIMPS3ADP,Franklin Templeton Mutual Fund - FIFM Pl -Se 3 Plan A DP,MF,07-MAR-2018,10,1,INF090I01ND2,10
FIMPS3AGR,Franklin Templeton Mutual Fund - FIFM Pl -Se 3 Plan A GO,MF,07-MAR-2018,10,1,INF090I01NC4,10
FIMPS3BDGR,Franklin Templeton Mutual Fund - Franklin India FMP-DGO,MF,14-MAR-2018,10,1,INF090I01NL5,10
FIMPS3BDP,Franklin Templeton Mutual Fund - Franklin India FMP-DP,MF,14-MAR-2018,10,1,INF090I01NJ9,10
FIMPS3BGR,Franklin Templeton Mutual Fund - Franklin India FMP-GO,MF,14-MAR-2018,10,1,INF090I01NI1,10
FIMPS3BQDP,Franklin Templeton Mutual Fund - Franklin India FMP-QDP,MF,14-MAR-2018,10,1,INF090I01NK7,10
FIMPS3DQDP,Franklin Templeton Mutual Fund - Franklin India FMP-QDP,MF,02-APR-2018,10,1,INF090I01NW2,10
FIMPS3EDDP,Franklin Templeton Mutual Fund-FIFMP-DDP,MF,30-MAY-2018,10,1,INF090I01OE8,10
FIMPS3EDG,Franklin Templeton Mutual Fund-FIFMP-DG,MF,30-MAY-2018,10,1,INF090I01OD0,10
FIMPS3EDP,Franklin Templeton Mutual Fund-FIFMP-DP,MF,30-MAY-2018,10,1,INF090I01OB4,10
FIMPS3EQDD,Franklin Templeton Mutual Fund - FIFMP-DQDP,MF,30-MAY-2018,10,1,INF090I01OF5,10
FIMPS3EQDP,Franklin Templeton Mutual Fund - FIFMP-QDP,MF,30-MAY-2018,10,1,INF090I01OC2,10
FIMPS3ERG,Franklin Templeton Mutual Fund-FIFMP-RG,MF,30-MAY-2018,10,1,INF090I01OA6,10
FIMPS4ADDP,Franklin Templeton Mutual Fund - FIFMP - Series 4 DDP,MF,04-JUL-2018,10,1,INF090I01OQ2,10
FIMPS4ADG,Franklin Templeton Mutual Fund - FIFMP - Series 4 DG,MF,04-JUL-2018,10,1,INF090I01OP4,10
FIMPS4ADP,Franklin Templeton Mutual Fund - FIFMP - Series 4 - DP,MF,04-JUL-2018,10,1,INF090I01ON9,10
FIMPS4AQDD,Franklin Templeton Mutual Fund - FIFMP - Series 4 DQDP,MF,04-JUL-2018,10,1,INF090I01OR0,10
FIMPS4AQDP,Franklin Templeton Mutual Fund - FIFMP - Series 4 QDP,MF,04-JUL-2018,10,1,INF090I01OO7,10
FIMPS4ARG,Franklin Templeton Mutual Fund - FIFMP - Series 4 RG,MF,04-JUL-2018,10,1,INF090I01OM1,10
FIMPS4BDDP,Franklin Templeton Mutual Fund-Franklin India FMP-Series 4 Plan B-DDP,MF,01-AUG-2018,10,1,INF090I01OW0,10
FIMPS4BDG,Franklin Templeton Mutual Fund-Franklin India FMP-Series 4 Plan B-DP,MF,01-AUG-2018,10,1,INF090I01OV2,10
FIMPS4BDP,Franklin Templeton Mutual Fund - Franklin India FMP-DP,MF,01-AUG-2018,10,1,INF090I01OT6,10
FIMPS4BQDP,Franklin Templeton Mutual Fund-Franklin India FMP-Series 4 Plan B-QDP,MF,01-AUG-2018,10,1,INF090I01OU4,10
FIMPS4BRG,Franklin Templeton Mutual Fund - Franklin India FMP-RG,MF,01-AUG-2018,10,1,INF090I01OS8,10
FIMPS4CDG,Franklin Templeton Mutual Fund - Franklin India FMP-DG,MF,05-SEP-2018,10,1,INF090I01PP1,10
FIMPS4CDP,Franklin Templeton Mutual Fund - Franklin India FMP-DP,MF,05-SEP-2018,10,1,INF090I01PN6,10
FIMPS4CDQD,Franklin Templeton Mutual Fund - Franklin India FMP-DQDP,MF,05-SEP-2018,10,1,INF090I01PR7,10
FIMPS4CQDP,Franklin Templeton Mutual Fund - Franklin India FMP-QDP,MF,05-SEP-2018,10,1,INF090I01PO4,10
FIMPS4CRG,Franklin Templeton Mutual Fund - Franklin India FMP-RG,MF,05-SEP-2018,10,1,INF090I01PM8,10
FMPS3FDGR,Franklin Templeton Mutual Fund-Franklin India FMP-Series 3 Plan F-DPGO,MF,20-JUN-2018,10,1,INF090I01OJ7,10
FMPS3FDP,Franklin Templeton Mutual Fund-Franklin India FMP-Series 3 Plan F-DPO,MF,20-JUN-2018,10,1,INF090I01OH1,10
FMPS3FGR,Franklin Templeton Mutual Fund-Franklin India FMP-Series 3 Plan F-RGO,MF,20-JUN-2018,10,1,INF090I01OG3,10
FTFK368DHD,Sundaram MF - Sundaram FTP Pl FM - DP-HYDPO,MF,02-MAY-2014,10,1,INF903J01K20,10
FTFK368DQD,Sundaram MF - Sundaram FTP Pl FM - DP-QDPO,MF,02-MAY-2014,10,1,INF903J01K38,10
FTFK368RG,Sundaram MF - Sundaram FTP Pl FM - RP-GO,MF,02-MAY-2014,10,1,INF903J01J80,10
FTFK368RHD,Sundaram MF - Sundaram FTP Pl FM - RP-HYDPO,MF,02-MAY-2014,10,1,INF903J01J98,10
FTFK368RQD,Sundaram MF - Sundaram FTP Pl FM - RP-QDPO,MF,02-MAY-2014,10,1,INF903J01K04,10
FTFL2YRSDG,Sundaram MF - Sundaram FTP Pl FL - DP-GO,MF,02-MAY-2014,10,1,INF903J01J56,10
FTFL2YRSRG,Sundaram MF - Sundaram FTP Pl FL - RP-GO,MF,02-MAY-2014,10,1,INF903J01J23,10
FTFL2YRSRH,Sundaram MF - Sundaram FTP Pl FL - RP-HYDPO,MF,02-MAY-2014,10,1,INF903J01J31,10
FTFL2YRSRQ,Sundaram MF - Sundaram FTP Pl FL - RP-QDPO,MF,02-MAY-2014,10,1,INF903J01J49,10
FTS128D,HSBC Mutual Fund - HSBC Fixed Term Series 128 - RD,MF,27-APR-2017,10,1,INF336L01MA1,10
FTS128G,HSBC Mutual Fund - HSBC Fixed Term Series 128 - RG,MF,27-APR-2017,10,1,INF336L01LZ0,10
GJDG,Sundaram MF - Sundaram FTP GJ - DP-GO,MF,28-AUG-2014,10,1,INF903J01Q16,10
GJDHD,Sundaram MF - Sundaram FTP GJ - DP-HYDPO,MF,28-AUG-2014,10,1,INF903J01Q24,10
GJDQD,Sundaram MF - Sundaram FTP GJ - DP-QDPO,MF,28-AUG-2014,10,1,INF903J01Q32,10
GJRG,Sundaram MF - Sundaram FTP GJ - RP-GO,MF,28-AUG-2014,10,1,INF903J01P82,10
GJRHD,Sundaram MF - Sundaram FTP GJ - RP-HYDPO,MF,28-AUG-2014,10,1,INF903J01P90,10
GJRQD,Sundaram MF - Sundaram FTP GJ - RP-QDPO,MF,28-AUG-2014,10,1,INF903J01Q08,10
GUDG,Sundaram MF - Sundaram FTP GU - DP-GO,MF,28-JAN-2015,10,1,INF903J011C1,10
GURG,Sundaram MF - Sundaram FTP GU - RP-GO,MF,28-JAN-2015,10,1,INF903J018B8,10
GURHD,Sundaram MF - Sundaram FTP GU - RP-HYDPO,MF,28-JAN-2015,10,1,INF903J019B6,10
H1099D41DD,HDFC MF - HDFC FMP 1099D June 2018 (1) - Sr. 41 - DO - NDPO,MF,05-JUL-2018,10,1,INF179KB15I3,10
H1099D41DG,HDFC MF - HDFC FMP 1099D June 2018 (1) - Sr. 41 - DO - GO,MF,05-JUL-2018,10,1,INF179KB14I6,10
H1099D41DQ,HDFC MF - HDFC FMP 1099D June 2018 (1) - Sr. 41 - DO - QDPO,MF,05-JUL-2018,10,1,INF179KB16I1,10
H1099D41RD,HDFC Mutual Fund - HDFC FMP 1099D June 2018 (1) - Series 41 - Regular,MF,05-JUL-2018,10,1,INF179KB18I7,10
H1099D41RG,HDFC MF - HDFC FMP 1099D June 2018 (1) - Sr. 41 - DO - QDPO,MF,05-JUL-2018,10,1,INF179KB17I9,10
H1099D41RQ,HDFC MF - HDFC FMP 1099D June 2018 (1) - Sr. 41 - RO - QDPO,MF,05-JUL-2018,10,1,INF179KB19I5,10
H1100D44DD,HDFC Mutual Fund - HDFC FMP 1100D April 2019 (1) - Series 44 -DONDPO,MF,15-MAY-2019,10,1,INF179KC1916,10
H1100D44DG,HDFC Mutual Fund - HDFC FMP 1100D April 2019 (1)- Series 44 -DOGO,MF,15-MAY-2019,10,1,INF179KC1908,10
H1100D44DQ,HDFC Mutual Fund - HDFC FMP 1100D April 2019 (1) - Series 44 -DOQDPO,MF,15-MAY-2019,10,1,INF179KC1924,10
H1100D44RD,HDFC Mutual Fund - HDFC FMP 1100D April 2019 (1) - Series 44 -RONDPO,MF,15-MAY-2019,10,1,INF179KC1940,10
H1100D44RG,HDFC Mutual Fund - HDFC FMP 1100D April 2019 (1) - Series 44 -ROGO,MF,15-MAY-2019,10,1,INF179KC1932,10
H1100D44RQ,HDFC Mutual Fund - HDFC FMP 1100D April 2019 (1) - Series 44-ROQDPO,MF,15-MAY-2019,10,1,INF179KC1957,10
H1105D42DD,HDFC Mutual Fund - HDFC FMP 1105D - Series 42 - DO-NDPO,MF,16-AUG-2018,10,1,INF179KB13K4,10
H1105D42DG,HDFC Mutual Fund - HDFC FMP 1105D - Series 42 - DO-GO,MF,16-AUG-2018,10,1,INF179KB12K6,10
H1105D42DQ,HDFC Mutual Fund - HDFC FMP 1105D  - Series 42 - DO-QDPO,MF,16-AUG-2018,10,1,INF179KB14K2,10
H1105D42RD,HDFC Mutual Fund - HDFC FMP 1105D  - Series 42 - RO-NDPO,MF,16-AUG-2018,10,1,INF179KB16K7,10
H1105D42RG,HDFC Mutual Fund - HDFC FMP 1105D - Series 42 - RO-GO,MF,16-AUG-2018,10,1,INF179KB15K9,10
H1105D42RQ,HDFC Mutual Fund - HDFC FMP 1105D - Series 42 - RO-QDPO,MF,16-AUG-2018,10,1,INF179KB17K5,10
H1108S34DD,HDFC MF - HDFC FMP 1108D Sep 2015 (1) - DP-NDPO,MF,01-OCT-2015,10,1,INF179KB1IK8,10
H1108S34DG,HDFC MF - HDFC FMP 1108D Sep 2015 (1) - DP-GO,MF,01-OCT-2015,10,1,INF179KB1IJ0,10
H1108S34DQ,HDFC MF - HDFC FMP 1108D Sep 2015 (1) - DP-QDPO,MF,01-OCT-2015,10,1,INF179KB1IL6,10
H1108S34RD,HDFC MF - HDFC FMP 1108D Sep 2015 (1) - RP-NDPO,MF,01-OCT-2015,10,1,INF179KB1IN2,10
H1108S34RG,HDFC MF - HDFC FMP 1108D Sep 2015 (1) - RP-GO,MF,01-OCT-2015,10,1,INF179KB1IM4,10
H1108S34RQ,HDFC MF - HDFC FMP 1108D Sep 2015 (1) - RP-QDPO,MF,01-OCT-2015,10,1,INF179KB1IO0,10
H1113D41DG,HDFC Mutual Fund - HDFC FMP 1113D June 2018 (1) - Series 41 - DOGO,MF,21-JUN-2018,10,1,INF179KB17G3,10
H1113D41DQ,HDFC Mutual Fund - HDFC FMP 1113D June 2018 (1) - Series 41 - DOQDPO,MF,21-JUN-2018,10,1,INF179KB19G9,10
H1113D41RD,HDFC Mutual Fund - HDFC FMP 1113D June 2018 (1) - Series 41 - RONDPO,MF,21-JUN-2018,10,1,INF179KB11H4,10
H1113D41RG,HDFC Mutual Fund - HDFC FMP 1113D June 2018 (1) - Series 41 - ROGO,MF,21-JUN-2018,10,1,INF179KB10H6,10
H1113D41RQ,HDFC Mutual Fund - HDFC FMP 1113D June 2018 (1) - Series 41 - ROQDPO,MF,21-JUN-2018,10,1,INF179KB12H2,10
H1113D42DD,HDFC MF - HDFC FMP 1113D August 2018 (1) - Series 42 - DO-NDPO,MF,23-AUG-2018,10,1,INF179KB16L5,10
H1113D42DG,HDFC MF - HDFC FMP 1113D August 2018 (1) - Series 42 - DO-GO,MF,23-AUG-2018,10,1,INF179KB15L7,10
H1113D42DQ,HDFC MF - HDFC FMP 1113D August 2018 (1) - Series 42 - DO-QDPO,MF,23-AUG-2018,10,1,INF179KB17L3,10
H1113D42RD,HDFC MF - HDFC FMP 1113D August 2018 (1) - Series 42 - RO-NDPO,MF,23-AUG-2018,10,1,INF179KB19L9,10
H1113D42RG,HDFC MF - HDFC FMP 1113D August 2018 (1) - Series 42 - RO-GO,MF,23-AUG-2018,10,1,INF179KB18L1,10
H1113D42RQ,HDFC MF - HDFC FMP 1113D August 2018 (1) - Series 42 - RO-QDPO,MF,23-AUG-2018,10,1,INF179KB10M6,10
H1115D42DD,HDFC Mutual Fund - HDFC FMS Sr.42-1115D September 2018 (1)- DO - NDPO,MF,21-SEP-2018,,1,INF179KB16O9,10
H1115D42DG,HDFC Mutual Fund - HDFC FMS Sr.42-1115D September 2018 (1)-DO - GO,MF,21-SEP-2018,,1,INF179KB15O1,10
H1115D42DQ,HDFC Mutual Fund - HDFC FMS Sr.42-1115D September 2018 (1)- DO - QDPO,MF,21-SEP-2018,,1,INF179KB17O7,10
H1115D42RD,HDFC Mutual Fund - HDFC FMS Sr.42-1115D September 2018 (1)- RO - NDPO,MF,21-SEP-2018,,1,INF179KB19O3,10
H1115D42RG,HDFC Mutual Fund - HDFC FMS Sr.42-1115D September 2018 (1)-RO - GO,MF,21-SEP-2018,,1,INF179KB18O5,10
H1115D42RQ,HDFC Mutual Fund - HDFC FMS Sr.42-1115D September 2018 (1)- RO- QDPO,MF,21-SEP-2018,,1,INF179KB10P9,10
H1118D44DD,HDFC Mutual Fund - HDFC FMP 1118D March 2019 (1) - Series 44 -DO-NDPO,MF,04-APR-2019,10,1,INF179KC1676,10
H1118D44DG,HDFC Mutual Fund - HDFC FMP 1118D March 2019 (1) - Series 44  -DO-GO,MF,04-APR-2019,10,1,INF179KC1668,10
H1118D44RD,HDFC Mutual Fund - HDFC FMP 1118D March 2019 (1) - Series 44- RO-NDPO,MF,04-APR-2019,10,1,INF179KC1700,10
H1118D44RG,HDFC Mutual Fund - HDFC FMP 1118D March 2019 (1) - Series 44  - RO-GO,MF,04-APR-2019,10,1,INF179KC1692,10
H1118D44RQ,HDFC Mutual Fund - HDFC FMP 1118D March 2019 (1) - Series 44 -RO-QDPO,MF,04-APR-2019,10,1,INF179KC1718,10
H1119D40DD,HDFC MF - HDFC FMP 1119D June 2018 (1) - Sr. 40 - DO - NDPO,MF,15-JUN-2018,10,1,INF179KB15F9,10
H1119D40DG,HDFC MF - HDFC FMP 1119D June 2018 (1) - Sr. 40 - DO - GO,MF,15-JUN-2018,10,1,INF179KB14F2,10
H1119D40DQ,HDFC MF - HDFC FMP 1119D June 2018 (1) - Sr. 40 - DO - QDPO,MF,15-JUN-2018,10,1,INF179KB16F7,10
H1119D40RD,HDFC MF - HDFC FMP 1119D June 2018 (1) - Sr. 40 - RO - NDPO,MF,15-JUN-2018,10,1,INF179KB18F3,10
H1119D40RG,HDFC MF - HDFC FMP 1119D June 2018 (1) - Sr. 40 - RO - GO,MF,15-JUN-2018,10,1,INF179KB17F5,10
H1119D40RQ,HDFC MF - HDFC FMP 1119D June 2018 (1) - Sr. 40 - RO - QDPO,MF,15-JUN-2018,10,1,INF179KB19F1,10
H1120D44DD,HDFC FMP 1120D March 2019(1)-Series 44-DP-NDPO,MF,02-APR-2019,10,1,INF179KC1619,10
H1120D44DG,HDFC FMP 1120D March 2019(1)-Series 44-DP-GO,MF,02-APR-2019,10,1,INF179KC1601,10
H1120D44DQ,HDFC FMP 1120D March 2019(1)-Series 44-DP-QDPO,MF,02-APR-2019,10,1,INF179KC1627,10
H1120D44RD,HDFC FMP 1120D March 2019(1)-Series 44-RP-NDPO,MF,02-APR-2019,10,1,INF179KC1643,10
H1120D44RG,HDFC FMP 1120D March 2019(1)-Series 44-RP-GO,MF,02-APR-2019,10,1,INF179KC1635,10
H1120D44RQ,HDFC FMP 1120D March 2019(1)-Series 44-RP-QDPO,MF,02-APR-2019,10,1,INF179KC1650,10
H1122D41DD,HDFC Mutual Fund - HDFC FMP 1122D July 2018 (1) - Series 41 - DONDPO,MF,11-JUL-2018,10,1,INF179KB11J0,10
H1122D41DG,HDFC Mutual Fund - HDFC FMP 1122D July 2018 (1) - Series 41 - DOGO,MF,11-JUL-2018,10,1,INF179KB10J2,10
H1122D41DQ,HDFC Mutual Fund - HDFC FMP 1122D July 2018 (1) - Series 41 - DOQDPO,MF,11-JUL-2018,10,1,INF179KB12J8,10
H1122D41RD,HDFC Mutual Fund - HDFC FMP 1122D July 2018 (1) - Series 41 - RONDPO,MF,11-JUL-2018,10,1,INF179KB14J4,10
H1122D41RG,HDFC Mutual Fund - HDFC FMP 1122D July 2018 (1) - Series 41 - ROGO,MF,11-JUL-2018,10,1,INF179KB13J6,10
H1122D41RQ,HDFC Mutual Fund - HDFC FMP 1122D July 2018 (1) - Series 41 - ROQDPO,MF,11-JUL-2018,10,1,INF179KB15J1,10
H1122D42DD,HDFC Mutual Fund - HDFC FMP 1122D August 2018 (1) - Sr 42- DONDPO,MF,12-SEP-2018,10,1,INF179KB12M2,10
H1122D42DG,HDFC Mutual Fund - HDFC FMP 1122D August 2018 (1) - Sr 42- DOGO,MF,12-SEP-2018,10,1,INF179KB11M4,10
H1122D42DQ,HDFC Mutual Fund - HDFC FMP 1122D August 2018 (1) - Sr 42- DOQDPO,MF,12-SEP-2018,10,1,INF179KB13M0,10
H1122D42RD,HDFC Mutual Fund - HDFC FMP 1122D August 2018 (1) - Sr 42- RONDPO,MF,12-SEP-2018,10,1,INF179KB15M5,10
H1122D42RG,HDFC Mutual Fund - HDFC FMP 1122D August 2018 (1) - Sr 42- ROGO,MF,12-SEP-2018,10,1,INF179KB14M8,10
H1122D42RQ,HDFC Mutual Fund - HDFC FMP 1122D August 2018 (1) - Sr 42- ROQDPO,MF,12-SEP-2018,10,1,INF179KB16M3,10
H1124D41DD,HDFC Mutual Fund - HDFC FMP 1124D June 2018 (1) - Series 41 - DQNDPO,MF,06-JUL-2018,10,1,INF179KB14H8,10
H1124D41DG,HDFC Mutual Fund - HDFC FMP 1124D June 2018 (1) - Series 41 - DOGO,MF,06-JUL-2018,10,1,INF179KB13H0,10
H1124D41DQ,HDFC Mutual Fund - HDFC FMP 1124D June 2018 (1) - Series 41 - DOQDPO,MF,06-JUL-2018,10,1,INF179KB15H5,10
H1124D41RD,HDFC Mutual Fund - HDFC FMP 1124D June 2018 (1) - Series 41 - RONDPO,MF,06-JUL-2018,10,1,INF179KB17H1,10
H1124D41RG,HDFC Mutual Fund - HDFC FMP 1124D June 2018 (1) - Series 41 - ROGO,MF,06-JUL-2018,10,1,INF179KB16H3,10
H1124D41RQ,HDFC Mutual Fund - HDFC FMP 1124D June 2018 (1) - Series 41 - ROQDPO,MF,06-JUL-2018,10,1,INF179KB18H9,10
H1126D44DD,HDFC Mutual Fund - HDFC FMP 1126D March 2019 (1) - Sr 44 - DPNDPO,MF,20-MAR-2019,10,1,INF179KC1494,10
H1126D44DG,HDFC Mutual Fund - HDFC FMP 1126D March 2019 (1) - Sr 44 - DPGO,MF,20-MAR-2019,10,1,INF179KC1486,10
H1126D44DQ,HDFC Mutual Fund - HDFC FMP 1126D March 2019 (1) - Sr 44 - DPQDPO,MF,20-MAR-2019,10,1,INF179KC1502,10
H1126D44RD,HDFC Mutual Fund - HDFC FMP 1126D March 2019 (1) - Sr 44 - RPNDPO,MF,20-MAR-2019,10,1,INF179KC1528,10
H1126D44RG,HDFC Mutual Fund - HDFC FMP 1126D March 2019 (1) - Sr 44 - RPGO,MF,20-MAR-2019,10,1,INF179KC1510,10
H1126D44RQ,HDFC Mutual Fund - HDFC FMP 1126D March 2019 (1) - Sr 44 - RPQDPO,MF,20-MAR-2019,10,1,INF179KC1536,10
H1127D44DD,HDFC Mutual Fund - HDFC FMP 1127D March 2019 (1) - Sr 44 - DPNDPO,MF,27-MAR-2019,10,1,INF179KC1551,10
H1127D44DG,HDFC Mutual Fund - HDFC FMP 1127D March 2019 (1) - Sr 44 - DPGO,MF,27-MAR-2019,10,1,INF179KC1544,10
H1127D44DQ,HDFC Mutual Fund - HDFC FMP 1127D March 2019 (1) - Sr 44 - DPQDPO,MF,27-MAR-2019,10,1,INF179KC1569,10
H1127D44RD,HDFC Mutual Fund - HDFC FMP 1127D March 2019 (1) - Sr 44 - RPNDPO,MF,27-MAR-2019,10,1,INF179KC1585,10
H1127D44RG,HDFC Mutual Fund - HDFC FMP 1127D March 2019 (1) - Sr 44 - RPGO,MF,27-MAR-2019,10,1,INF179KC1577,10
H1127D44RQ,HDFC Mutual Fund - HDFC FMP 1127D March 2019 (1) - Sr 44 - RPQDPO,MF,27-MAR-2019,10,1,INF179KC1593,10
H1133D41DD,HDFC Mutual Fund - HDFC FMP 1133D July 2018 (1) - Series 41 - DONDPO,MF,01-AUG-2018,10,1,INF179KB17J7,10
H1133D41DG,HDFC Mutual Fund - HDFC FMP 1133D July 2018 (1) - Series 41 - DOGO,MF,01-AUG-2018,10,1,INF179KB16J9,10
H1133D41DQ,HDFC Mutual Fund - HDFC FMP 1133D July 2018 (1) - Series 41 - DOQDPO,MF,01-AUG-2018,10,1,INF179KB18J5,10
H1133D41RD,HDFC Mutual Fund - HDFC FMP 1133D July 2018 (1) - Series 41 - RONDPO,MF,01-AUG-2018,10,1,INF179KB10K0,10
H1133D41RG,HDFC Mutual Fund - HDFC FMP 1133D July 2018 (1) - Series 41 - ROGO,MF,01-AUG-2018,10,1,INF179KB19J3,10
H1133D41RQ,HDFC Mutual Fund - HDFC FMP 1133D July 2018 (1) - Series 41 - ROQDPO,MF,01-AUG-2018,10,1,INF179KB11K8,10
H1133D44DD,HDFC Mutual Fund - HDFC FMP 1133D February 2019 (1)-Series 44-DONDPO,MF,13-MAR-2019,10,1,INF179KC1437,10
H1133D44DG,HDFC Mutual Fund - HDFC FMP 1133D February 2019 (1)-Series 44-DOGO,MF,13-MAR-2019,10,1,INF179KC1429,10
H1133D44DQ,HDFC Mutual Fund - HDFC FMP 1133D February 2019 (1)-Series 44-DOQDPO,MF,13-MAR-2019,10,1,INF179KC1445,10
H1133D44RD,HDFC Mutual Fund - HDFC FMP 1133D February 2019 (1)-Series 44-RONDPO,MF,13-MAR-2019,10,1,INF179KC1460,10
H1133D44RG,HDFC Mutual Fund - HDFC FMP 1133D February 2019 (1)-Series 44-ROGO,MF,13-MAR-2019,10,1,INF179KC1452,10
H1133D44RQ,HDFC Mutual Fund - HDFC FMP 1133D February 2019 (1)-Series 44-ROQDPO,MF,13-MAR-2019,10,1,INF179KC1478,10
H1134D40DD,HDFC Mutual Fund - HDFC FMP 1134D May 2018(1) - DPNDO,MF,31-MAY-2018,10,1,INF179KB15E2,10
H1134D40DG,HDFC Mutual Fund - HDFC FMP 1134D May 2018(1) - DPGO,MF,31-MAY-2018,10,1,INF179KB14E5,10
H1134D40DQ,HDFC Mutual Fund - HDFC FMP 1134D May 2018(1) - DPQDO,MF,31-MAY-2018,10,1,INF179KB16E0,10
H1134D40RD,HDFC Mutual Fund - HDFC FMP 1134D May 2018(1) - RPNDO,MF,31-MAY-2018,10,1,INF179KB18E6,10
H1134D40RG,HDFC Mutual Fund - HDFC FMP 1134D May 2018(1) -RPGO,MF,31-MAY-2018,10,1,INF179KB17E8,10
H1134D40RQ,HDFC Mutual Fund - HDFC FMP 1134D May 2018(1)-RPQDO,MF,31-MAY-2018,10,1,INF179KB19E4,10
H1136D38DD,HDFC Mutual Fund - HDFC FMP 1136D June 2017 (1) - Series 38 - DONDPO,MF,15-JUN-2017,10,1,INF179KB1U63,10
H1136D38DG,HDFC Mutual Fund - HDFC FMP 1136D June 2017 (1) - Series 38 - DOGO,MF,15-JUN-2017,10,1,INF179KB1U55,10
H1136D38DQ,HDFC Mutual Fund - HDFC FMP 1136D June 2017 (1) - Series 38 - DOQDPO,MF,15-JUN-2017,10,1,INF179KB1U71,10
H1136D38RD,HDFC Mutual Fund - HDFC FMP 1136D June 2017 (1) - Series 38 - RONDPO,MF,15-JUN-2017,10,1,INF179KB1U97,10
H1136D38RG,HDFC Mutual Fund - HDFC FMP 1136D June 2017 (1) - Series 38 - ROGO,MF,15-JUN-2017,10,1,INF179KB1U89,10
H1136D38RQ,HDFC Mutual Fund - HDFC FMP 1136D June 2017 (1) - Series 38 - ROQDPO,MF,15-JUN-2017,10,1,INF179KB1V05,10
H1141D42DD,HDFC Mutual Fund - HDFC FMP 1141D August 2018 (1) - Series 42 - DONDPO,MF,23-AUG-2018,10,1,INF179KB19K1,10
H1141D42DG,HDFC Mutual Fund - HDFC FMP 1141D August 2018 (1) - Series 42 - DOGO,MF,23-AUG-2018,10,1,INF179KB18K3,10
H1141D42DQ,HDFC Mutual Fund - HDFC FMP 1141D August 2018 (1) - Series 42 - DOQDPO,MF,23-AUG-2018,10,1,INF179KB11L6,10
H1141D42RD,HDFC Mutual Fund - HDFC FMP 1141D August 2018 (1) - Series 42 - RONDPO,MF,23-AUG-2018,10,1,INF179KB13L2,10
H1141D42RG,HDFC Mutual Fund - HDFC FMP 1141D August 2018 (1) - Series 42 - ROGO,MF,23-AUG-2018,10,1,INF179KB12L4,10
H1141D42RQ,HDFC Mutual Fund - HDFC FMP 1141D August 2018 (1) - Series 42 - ROQDPO,MF,23-AUG-2018,10,1,INF179KB14L0,10
H1141J34DD,HDFC MF - HDFC FMP 1141D July 2015 (1)- Sr. 34  - DO - NDO,MF,13-AUG-2015,10,1,INF179KB1GF2,10
